Area,Element,Item,Year,Value
Spain,Area harvested,Grapes,2005,1161411.0
Spain,Area harvested,Grapes,2006,1135229.0
Spain,Area harvested,Grapes,2007,1131315.0
Spain,Area harvested,Grapes,2008,1109049.0
Spain,Area harvested,Grapes,2009,1049358.0
Spain,Area harvested,Grapes,2010,1002100.0
Spain,Area harvested,Grapes,2011,963095.0
Spain,Area harvested,Grapes,2012,947096.0
Spain,Area harvested,Grapes,2013,944200.0
Spain,Area harvested,Grapes,2014,931065.0
Spain,Area harvested,Grapes,2015,941056.0
Spain,Area harvested,Grapes,2016,935105.0
Spain,Area harvested,Grapes,2017,937763.0
Spain,Area harvested,Grapes,2018,939920.0
Spain,Area harvested,Grapes,2019,936890.0
Spain,Area harvested,Grapes,2020,931630.0
Spain,Area harvested,Grapes,2021,929390.0
Spain,Area harvested,Grapes,2022,922920.0
Spain,Area harvested,Grapes,2023,913000.0
Spain,Area harvested,Grapes,2024,903980.0
Spain,Production,Grapes,1995,3350100.0
Spain,Production,Grapes,1996,4973600.0
Spain,Production,Grapes,1997,5523400.0
Spain,Production,Grapes,1998,5146810.0
Spain,Production,Grapes,1999,5607660.0
Spain,Production,Grapes,2000,6539812.0
Spain,Production,Grapes,2001,5271740.0
Spain,Production,Grapes,2002,5934557.0
Spain,Production,Grapes,2003,7240500.0
Spain,Production,Grapes,2004,7064201.0
Spain,Production,Grapes,2005,6062500.0
Spain,Production,Grapes,2006,6595056.0
Spain,Production,Grapes,2007,5962643.0
Spain,Production,Grapes,2008,5951581.0
Spain,Production,Grapes,2009,5535333.0
Spain,Production,Grapes,2010,6107617.0
Spain,Production,Grapes,2011,5809315.0
Spain,Production,Grapes,2012,5332163.0
Spain,Production,Grapes,2013,7480000.0
Spain,Production,Grapes,2014,6222584.0
Spain,Production,Grapes,2015,5799131.0
Spain,Production,Grapes,2016,6102851.0
Spain,Production,Grapes,2017,5387403.0
Spain,Production,Grapes,2018,6983260.0
Spain,Production,Grapes,2019,5745450.0
Spain,Production,Grapes,2020,6817770.0
Spain,Production,Grapes,2021,6086920.0
Spain,Production,Grapes,2022,5902040.0
Spain,Production,Grapes,2023,4822760.0
Spain,Production,Grapes,2024,5387270.0
Spain,Area harvested,Maize (corn),1995,357500.0
Spain,Area harvested,Maize (corn),1996,439700.0
Spain,Area harvested,Maize (corn),1997,486500.0
Spain,Area harvested,Maize (corn),1998,459100.0
Spain,Area harvested,Maize (corn),1999,397500.0
Spain,Area harvested,Maize (corn),2000,433146.0
Spain,Area harvested,Maize (corn),2001,512500.0
Spain,Area harvested,Maize (corn),2002,465134.0
Spain,Area harvested,Maize (corn),2003,479900.0
Spain,Area harvested,Maize (corn),2004,479801.0
Spain,Area harvested,Maize (corn),2005,414298.0
Spain,Area harvested,Maize (corn),2006,344400.0
Spain,Area harvested,Maize (corn),2007,360998.0
Spain,Area harvested,Maize (corn),2008,366300.0
Spain,Area harvested,Maize (corn),2009,348949.0
Spain,Area harvested,Maize (corn),2010,314990.0
Spain,Area harvested,Maize (corn),2011,369264.0
Spain,Area harvested,Maize (corn),2012,390433.0
Spain,Area harvested,Maize (corn),2013,442300.0
Spain,Area harvested,Maize (corn),2014,418545.0
Spain,Area harvested,Maize (corn),2015,398257.0
Spain,Area harvested,Maize (corn),2016,359275.0
Spain,Area harvested,Maize (corn),2017,333628.0
Spain,Area harvested,Maize (corn),2018,322370.0
Spain,Area harvested,Maize (corn),2019,356830.0
Spain,Area harvested,Maize (corn),2020,343780.0
Spain,Area harvested,Maize (corn),2021,358270.0
Spain,Area harvested,Maize (corn),2022,314290.0
Spain,Area harvested,Maize (corn),2023,239900.0
Spain,Area harvested,Maize (corn),2024,288900.0
Spain,Production,Maize (corn),1995,2590400.0
Spain,Production,Maize (corn),1996,3751000.0
Spain,Production,Maize (corn),1997,4451502.0
Spain,Production,Maize (corn),1998,4349100.0
Spain,Production,Maize (corn),1999,3768600.0
Spain,Production,Maize (corn),2000,3991752.0
Spain,Production,Maize (corn),2001,4981901.0
Spain,Production,Maize (corn),2002,4425373.0
Spain,Production,Maize (corn),2003,4338700.0
Spain,Production,Maize (corn),2004,4831147.0
Spain,Production,Maize (corn),2005,3981370.0
Spain,Production,Maize (corn),2006,3355722.0
Spain,Production,Maize (corn),2007,3610937.0
Spain,Production,Maize (corn),2008,3628600.0
Spain,Production,Maize (corn),2009,3515617.0
Spain,Production,Maize (corn),2010,3324821.0
Spain,Production,Maize (corn),2011,4199927.0
Spain,Production,Maize (corn),2012,4262116.0
Spain,Production,Maize (corn),2013,4885000.0
Spain,Production,Maize (corn),2014,4776190.0
Spain,Production,Maize (corn),2015,4564416.0
Spain,Production,Maize (corn),2016,4069508.0
Spain,Production,Maize (corn),2017,3775645.0
Spain,Production,Maize (corn),2018,3842520.0
Spain,Production,Maize (corn),2019,4184460.0
Spain,Production,Maize (corn),2020,4214100.0
Spain,Production,Maize (corn),2021,4597660.0
Spain,Production,Maize (corn),2022,3590260.0
Spain,Production,Maize (corn),2023,2835360.0
Spain,Production,Maize (corn),2024,3500060.0
Spain,Area harvested,Sugar beet,1995,172465.0
Spain,Area harvested,Sugar beet,1996,157100.0
Spain,Area harvested,Sugar beet,1997,157600.0
Spain,Area harvested,Sugar beet,1998,149489.0
Spain,Area harvested,Sugar beet,1999,134900.0
Spain,Area harvested,Sugar beet,2000,125255.0
Spain,Area harvested,Sugar beet,2001,106940.0
Spain,Area harvested,Sugar beet,2002,113764.0
Spain,Area harvested,Sugar beet,2003,99834.0
Spain,Area harvested,Sugar beet,2004,103109.0
Spain,Area harvested,Sugar beet,2005,102104.0
Spain,Area harvested,Sugar beet,2006,85516.0
Spain,Area harvested,Sugar beet,2007,68171.0
Spain,Area harvested,Sugar beet,2008,52300.0
Spain,Area harvested,Sugar beet,2009,49813.0
Spain,Area harvested,Sugar beet,2010,43382.0
Spain,Area harvested,Sugar beet,2011,44931.0
Spain,Area harvested,Sugar beet,2012,38952.0
Spain,Area harvested,Sugar beet,2013,31400.0
Spain,Area harvested,Sugar beet,2014,38414.0
Spain,Area harvested,Sugar beet,2015,37605.0
Spain,Area harvested,Sugar beet,2016,32874.0
Spain,Area harvested,Sugar beet,2017,36671.0
Spain,Area harvested,Sugar beet,2018,35300.0
Spain,Area harvested,Sugar beet,2019,30180.0
Spain,Area harvested,Sugar beet,2020,27620.0
Spain,Area harvested,Sugar beet,2021,29500.0
Spain,Area harvested,Sugar beet,2022,24780.0
Spain,Area harvested,Sugar beet,2023,34870.0
Spain,Area harvested,Sugar beet,2024,45690.0
Spain,Production,Sugar beet,1995,7438212.0
Spain,Production,Sugar beet,1996,8236000.0
Spain,Production,Sugar beet,1997,8530211.0
Spain,Production,Sugar beet,1998,8866220.0
Spain,Production,Sugar beet,1999,8248000.0
Spain,Production,Sugar beet,2000,7929700.0
Spain,Production,Sugar beet,2001,6755103.0
Spain,Production,Sugar beet,2002,8197289.0
Spain,Production,Sugar beet,2003,6365142.0
Spain,Production,Sugar beet,2004,7174942.0
Spain,Production,Sugar beet,2005,7291092.0
Spain,Production,Sugar beet,2006,5827031.0
Spain,Production,Sugar beet,2007,4909958.0
Spain,Production,Sugar beet,2008,3987500.0
Spain,Production,Sugar beet,2009,4225433.0
Spain,Production,Sugar beet,2010,3534517.0
Spain,Production,Sugar beet,2011,4188535.0
Spain,Production,Sugar beet,2012,3460230.0
Spain,Production,Sugar beet,2013,2468700.0
Spain,Production,Sugar beet,2014,3723309.0
Spain,Production,Sugar beet,2015,3605112.0
Spain,Production,Sugar beet,2016,3014358.0
Spain,Production,Sugar beet,2017,3292750.0
Spain,Production,Sugar beet,2018,2870910.0
Spain,Production,Sugar beet,2019,2752710.0
Spain,Production,Sugar beet,2020,2432840.0
Spain,Production,Sugar beet,2021,2506290.0
Spain,Production,Sugar beet,2022,2001040.0
Spain,Production,Sugar beet,2023,2890250.0
Spain,Production,Sugar beet,2024,3522240.0
Spain,Area harvested,Wheat,1995,2126400.0
Spain,Area harvested,Wheat,1996,2012400.0
Spain,Area harvested,Wheat,1997,2078550.0
Spain,Area harvested,Wheat,1998,1912560.0
Spain,Area harvested,Wheat,1999,2422400.0
Spain,Area harvested,Wheat,2000,2353027.0
Spain,Area harvested,Wheat,2001,2177005.0
Spain,Area harvested,Wheat,2002,2406643.0
Spain,Area harvested,Wheat,2003,2151500.0
Spain,Area harvested,Wheat,2004,2175028.0
Spain,Area harvested,Wheat,2005,2274109.0
Spain,Area harvested,Wheat,2006,1920233.0
Spain,Area harvested,Wheat,2007,1803313.0
Spain,Area harvested,Wheat,2008,2067000.0
Spain,Area harvested,Wheat,2009,1772752.0
Spain,Area harvested,Wheat,2010,1948073.0
Spain,Area harvested,Wheat,2011,1994653.0
Spain,Area harvested,Wheat,2012,2188171.0
Spain,Area harvested,Wheat,2013,2125000.0
Spain,Area harvested,Wheat,2014,2171200.0
Spain,Area harvested,Wheat,2015,2176354.0
Spain,Area harvested,Wheat,2016,2256848.0
Spain,Area harvested,Wheat,2017,2096058.0
Spain,Area harvested,Wheat,2018,2063680.0
Spain,Area harvested,Wheat,2019,1920090.0
Spain,Area harvested,Wheat,2020,1914660.0
Spain,Area harvested,Wheat,2021,2128470.0
Spain,Area harvested,Wheat,2022,2172700.0
Spain,Area harvested,Wheat,2023,1957760.0
Spain,Area harvested,Wheat,2024,1956210.0
Spain,Production,Wheat,1995,3138700.0
Spain,Production,Wheat,1996,6040500.0
Spain,Production,Wheat,1997,4676290.0
Spain,Production,Wheat,1998,5436300.0
Spain,Production,Wheat,1999,5083800.0
Spain,Production,Wheat,2000,7293623.0
Spain,Production,Wheat,2001,5007698.0
Spain,Production,Wheat,2002,6822160.0
Spain,Production,Wheat,2003,6290100.0
Spain,Production,Wheat,2004,7096724.0
Spain,Production,Wheat,2005,4026694.0
Spain,Production,Wheat,2006,5521582.0
Spain,Production,Wheat,2007,6436359.0
Spain,Production,Wheat,2008,6714300.0
Spain,Production,Wheat,2009,4804772.0
Spain,Production,Wheat,2010,5941197.0
Spain,Production,Wheat,2011,6876657.0
Spain,Production,Wheat,2012,5189828.0
Spain,Production,Wheat,2013,7744900.0
Spain,Production,Wheat,2014,6471400.0
Spain,Production,Wheat,2015,6362694.0
Spain,Production,Wheat,2016,7873135.0
Spain,Production,Wheat,2017,4875957.0
Spain,Production,Wheat,2018,8322510.0
Spain,Production,Wheat,2019,6041170.0
Spain,Production,Wheat,2020,8143510.0
Spain,Production,Wheat,2021,8564630.0
Spain,Production,Wheat,2022,6508800.0
Spain,Production,Wheat,2023,4049230.0
Spain,Production,Wheat,2024,7147930.0
